Seed_ID,Seed_Weight (mg),Seed_Size (mm),Seed_Color,Moisture_Content (%),Genetic_Marker_1,Genetic_Marker_2,Soil_pH,Temperature (°C),Humidity (%),Germination_Rate (%),Seed_Quality
S07301,3.12,2.03,Light,7.09,0,0,7.06,32,73,75,Medium
S07302,3.18,1.98,Dark,7.11,1,0,7.34,29,71,57,Low
S07303,2.08,2.38,Light,8.51,1,0,7.47,23,75,82,Medium
S07304,3.23,2.82,Light,9.42,1,1,6.98,35,64,74,Medium
S07305,2.44,1.89,Medium,8.67,0,1,7.31,23,79,90,High
S07306,2.44,2.48,Medium,7.25,0,0,6.73,33,69,79,Medium
S07307,2.32,2.66,Light,7.92,1,0,6.52,22,68,62,Low
S07308,3.31,2.57,Dark,9.39,0,0,7.34,20,59,51,Low
S07309,3.31,2.16,Light,7.76,1,0,6.29,29,57,51,Low
S07310,2.57,2.77,Medium,8.48,1,0,6.77,20,77,79,Medium
S07311,2.1,1.74,Dark,7.5,1,0,6.16,23,76,97,High
S07312,3.29,2.15,Dark,7.18,1,1,7.07,23,63,70,Medium
S07313,2.03,1.62,Dark,7.07,1,1,6.21,22,74,88,High
S07314,3.25,1.71,Light,7.89,0,0,6.96,27,71,89,High
S07315,2.73,2.11,Dark,9.33,0,1,7.29,22,69,90,High
S07316,2.98,2.78,Dark,7.31,1,0,7.48,26,66,95,High
S07317,3.41,1.73,Light,8.3,1,1,7.27,34,76,84,Medium
S07318,2.17,1.53,Dark,9.18,1,1,6.18,30,67,57,Low
S07319,2.57,2.61,Light,9.89,0,0,7.44,22,76,57,Low
S07320,2.1,2.85,Light,8.42,1,0,6.06,28,79,93,High
S07321,3.2,2.69,Dark,7.03,0,0,6.6,25,65,88,High
S07322,3.01,1.93,Dark,7.26,1,1,6.6,27,68,57,Low
S07323,2.15,2.86,Light,7.79,1,1,7.48,27,59,83,Medium
S07324,3.17,1.95,Dark,8.93,1,1,7.41,33,61,86,High
S07325,2.73,2.02,Dark,9.67,1,0,7.28,28,50,59,Low
S07326,2.49,2.88,Medium,8.73,0,0,6.72,31,59,72,Medium
S07327,2.58,2.05,Light,8.14,0,1,7.34,33,71,79,Medium
S07328,2.91,2.22,Dark,8.79,0,1,6.22,31,56,59,Low
S07329,2.01,1.61,Medium,8.91,1,1,6.54,22,52,53,Low
S07330,3.04,2.82,Light,9.4,1,0,6.82,31,53,93,High
S07331,2.27,2.35,Medium,8.6,0,1,6.39,28,53,72,Medium
S07332,2.37,1.96,Dark,9.89,1,0,6.99,26,64,54,Low
S07333,2.23,2.74,Dark,8.68,0,1,7,25,78,53,Low
S07334,3.11,2.68,Dark,8.32,1,1,6.17,26,54,79,Medium
S07335,3.32,2.24,Light,9.09,0,1,7.3,21,51,74,Medium
S07336,2.87,1.92,Dark,7.59,0,0,7.46,28,67,83,Medium
S07337,2.88,2.72,Medium,9.28,1,0,6.74,33,54,98,High
S07338,3.02,2.69,Dark,8.05,0,0,6.6,26,77,87,High
S07339,2.28,2.58,Light,7.2,0,1,7.29,29,63,83,Medium
S07340,2.13,2.35,Medium,8.66,0,1,6.49,24,64,59,Low
S07341,3.25,2.74,Medium,8.22,0,1,7.42,28,72,60,Low
S07342,2.61,2.77,Dark,8.52,0,0,6,27,57,55,Low
S07343,3.5,1.66,Dark,8.7,0,1,6.46,25,65,60,Low
S07344,2.24,2.79,Dark,9.46,0,1,6.3,27,50,74,Medium
S07345,2.44,2.42,Dark,9.58,1,1,6.41,31,71,67,Medium
S07346,3.03,2.42,Medium,7.33,0,0,6.77,31,55,79,Medium
S07347,2.09,2.73,Light,7.87,1,0,6.31,35,54,88,High
S07348,3.26,2.13,Light,7.94,0,1,7.22,34,61,88,High
S07349,2.38,1.74,Dark,7.36,1,1,6.34,29,59,92,High
S07350,2.35,1.85,Medium,9.82,0,0,6.06,21,63,61,Low
S07351,2.06,2.95,Light,7.51,0,0,7.2,30,68,75,Medium
S07352,3.26,2.48,Dark,8.84,0,0,6.53,32,75,73,Medium
S07353,3.18,2.41,Medium,7.02,0,0,6.41,30,52,76,Medium
S07354,2.08,2.25,Dark,8.43,0,1,7.35,23,70,51,Low
S07355,2,2.2,Dark,7.1,0,1,7.22,31,65,90,High
S07356,3.01,2.78,Dark,8.25,0,1,6.25,29,63,50,Low
S07357,2.57,2.53,Medium,9.05,0,1,6.66,26,72,91,High
S07358,3.47,2.83,Dark,8.48,0,1,6.13,24,58,51,Low
S07359,2.2,2.42,Dark,7.71,0,1,7.04,22,66,50,Low
S07360,2.87,1.82,Light,7.48,1,0,6.3,24,55,52,Low
S07361,2.05,2.67,Dark,8.84,1,0,6.87,30,50,58,Low
S07362,2.84,2.2,Light,7.49,0,1,6.34,26,79,100,High
S07363,2.49,2.37,Medium,9.98,0,1,6.69,31,65,72,Medium
S07364,3.25,2.49,Medium,7.3,1,0,6.28,25,50,96,High
S07365,3.41,2.22,Light,7.7,0,0,6.48,22,52,79,Medium
S07366,2.44,2.29,Medium,7.18,0,0,7.32,21,74,62,Low
S07367,2.82,1.66,Light,8.9,0,1,7.46,34,68,63,Low
S07368,2.15,1.77,Dark,7.58,1,1,7.3,25,65,51,Low
S07369,3.31,1.77,Medium,8.13,0,0,6.27,26,63,63,Low
S07370,2.63,1.99,Dark,9.17,1,1,6.63,35,52,72,Medium
S07371,3.3,1.53,Medium,7.71,1,1,6.37,23,77,85,Medium
S07372,2.26,1.73,Dark,8.04,1,1,7.25,23,53,97,High
S07373,2.5,2.74,Light,7.33,1,0,7.06,31,56,56,Low
S07374,2.19,2,Dark,9.43,1,1,6.89,26,71,51,Low
S07375,3,2.3,Medium,8.37,1,1,6.03,21,53,86,High
S07376,3.12,1.6,Medium,9.19,1,1,6.66,25,51,72,Medium
S07377,3.17,2.36,Light,9.25,1,1,6.07,33,64,62,Low
S07378,2.65,2.89,Medium,7.98,0,1,6.07,21,76,91,High
S07379,2.01,2.68,Dark,7.5,1,0,6.45,26,67,80,Medium
S07380,2.77,1.81,Dark,8.48,1,1,7.13,24,71,55,Low
S07381,2.38,2.53,Medium,7.61,1,1,7.43,25,65,82,Medium
S07382,3.22,1.52,Light,9.89,1,0,7.04,35,58,70,Medium
S07383,2.98,2.94,Dark,9.85,0,0,7.12,31,64,51,Low
S07384,2.1,1.8,Medium,9.47,0,1,7.43,22,62,59,Low
S07385,3.49,2.33,Medium,8.65,0,1,6.66,20,80,77,Medium
S07386,2.02,2.46,Dark,9.33,0,1,6.27,30,54,81,Medium
S07387,2.17,1.95,Dark,9.12,0,0,7,34,66,84,Medium
S07388,2.28,2.55,Dark,8.03,0,0,7.16,31,73,78,Medium
S07389,3.24,2.27,Dark,8.15,0,1,6.93,31,61,57,Low
S07390,3.33,1.84,Light,9.76,0,0,6.78,24,73,76,Medium
S07391,3.47,2.93,Dark,8.08,1,1,6.98,22,63,78,Medium
S07392,2.65,2.54,Medium,9.88,0,1,6.45,26,70,81,Medium
S07393,2.32,2.34,Medium,7.17,0,0,6.47,25,55,64,Low
S07394,2.26,2.28,Light,8.25,1,1,6.29,24,80,58,Low
S07395,3.11,1.84,Medium,9.19,1,1,7.46,25,63,56,Low
S07396,2.41,2.02,Medium,7.95,1,0,6.43,28,75,57,Low
S07397,2.56,2.66,Dark,7.61,0,1,7.17,31,57,91,High
S07398,2.87,1.84,Medium,8.07,0,0,6.59,27,75,57,Low
S07399,2.95,1.9,Light,8.08,0,0,7.16,26,74,83,Medium
S07400,2.64,2.5,Medium,7.64,0,1,7.14,22,74,96,High
S07401,2.26,2.21,Light,8.38,1,1,7.03,26,75,98,High
S07402,3,2.92,Light,9.86,1,0,6.88,31,70,66,Medium
S07403,3.34,2.2,Dark,8.2,1,1,6.64,33,74,54,Low
S07404,2.6,2.86,Dark,9.09,1,1,6.18,34,62,84,Medium
S07405,2.1,2.45,Light,8.25,0,1,6.37,29,58,50,Low
S07406,3.45,2.46,Light,9.35,0,0,6.68,30,58,98,High
S07407,3.04,2.76,Dark,8.44,1,1,6.72,27,70,67,Medium
S07408,2.72,2.11,Dark,8.23,1,0,7.3,27,60,57,Low
S07409,3.39,2.02,Light,7.3,0,1,6.47,22,79,78,Medium
S07410,2.03,1.55,Medium,8.16,0,1,6.13,28,71,77,Medium
S07411,2.76,1.68,Medium,9.82,1,0,6.91,25,64,94,High
S07412,2.24,2.77,Dark,7.32,0,1,6.76,24,78,90,High
S07413,2.1,1.79,Dark,9.74,0,1,6.94,23,57,80,Medium
S07414,2.18,2.54,Light,8.91,1,0,6.66,26,64,64,Low
S07415,3.1,1.61,Dark,8.72,1,1,7.33,29,65,57,Low
S07416,2.11,2.39,Dark,9.95,1,1,7.18,31,51,93,High
S07417,2.22,2.97,Medium,7.54,0,1,6.63,33,72,92,High
S07418,2.49,2.71,Light,8.64,1,1,6.56,34,68,58,Low
S07419,2.02,1.52,Medium,7.31,1,0,6.44,20,66,60,Low
S07420,2.98,2.81,Dark,9,0,1,7.12,23,72,65,Low
S07421,2.06,2.85,Dark,8.07,0,0,7.29,33,72,93,High
S07422,3.05,2.7,Dark,7.92,1,1,6.65,33,56,97,High
S07423,2.05,1.79,Medium,8.27,0,0,6.31,22,76,97,High
S07424,2.01,2.81,Dark,9.39,1,1,7.3,27,62,51,Low
S07425,2.42,2.6,Medium,9.93,0,1,6.66,32,65,67,Medium
S07426,3.36,1.76,Dark,8.65,1,1,7.22,35,71,67,Medium
S07427,3.16,2.33,Dark,7.63,1,1,7.09,23,59,82,Medium
S07428,3.21,2.48,Medium,7.42,1,1,7.16,31,65,87,High
S07429,3.1,2.63,Light,8.53,1,0,6.98,35,63,69,Medium
S07430,2.17,1.65,Medium,8.68,1,0,6.46,22,58,57,Low
S07431,2.96,1.57,Medium,9.19,1,1,7.31,29,56,56,Low
S07432,2.51,1.85,Dark,8.96,1,1,6.07,22,54,58,Low
S07433,3.1,1.87,Light,8.67,1,0,6.71,27,53,95,High
S07434,2.68,2.6,Light,9.36,0,0,7.23,35,51,63,Low
S07435,2.67,2.92,Medium,8.29,0,1,7.46,28,55,92,High
S07436,2.94,1.51,Medium,9.37,1,1,6.91,24,67,61,Low
S07437,3.43,2.94,Dark,8.22,0,1,7.37,30,53,84,Medium
S07438,2.29,1.89,Medium,7.65,0,1,6.52,32,50,96,High
S07439,2.47,2.11,Dark,9.38,0,0,6.59,29,70,71,Medium
S07440,3.22,2.7,Dark,9.69,1,1,7.15,31,72,83,Medium
S07441,3.06,2.46,Light,8.25,0,1,6.66,25,71,52,Low
S07442,2.17,1.67,Dark,7.11,0,1,6.01,21,56,83,Medium
S07443,2.67,1.91,Medium,9.09,0,1,6.19,34,62,77,Medium
S07444,2.67,2.07,Dark,9.91,1,1,6.73,33,69,63,Low
S07445,2.66,2.58,Dark,9.73,0,1,6.19,35,62,84,Medium
S07446,2.9,2.09,Medium,7.73,1,0,7.02,31,79,51,Low
S07447,3.08,2.71,Medium,9.25,0,1,6.64,28,53,93,High
S07448,2.97,1.84,Dark,9.93,0,0,7.21,22,68,91,High
S07449,2.57,2.03,Dark,8.11,1,1,6.74,31,72,77,Medium
S07450,3.04,2.67,Dark,7.55,0,1,6.65,35,78,70,Medium
S07451,2.11,2.9,Light,7.57,0,1,6.18,21,59,82,Medium
S07452,3.26,1.75,Medium,7.12,0,1,6.29,22,62,55,Low
S07453,3.27,1.6,Medium,7.27,1,1,6.98,24,57,66,Medium
S07454,3.14,2.75,Light,9.4,1,1,6.08,31,63,100,High
S07455,2.08,1.67,Dark,7.63,1,0,7.32,22,55,53,Low
S07456,2.99,2.74,Medium,7.64,1,0,6.72,27,54,95,High
S07457,3.35,1.7,Medium,9.32,0,1,6.82,35,75,87,High
S07458,2.6,2.43,Dark,7.01,0,1,6.77,23,74,61,Low
S07459,2.63,2.76,Light,8.55,1,1,7.48,28,56,70,Medium
S07460,2.61,1.96,Light,8.44,1,0,6.54,23,54,81,Medium
S07461,3.21,2.75,Dark,7.66,0,0,6.54,28,51,81,Medium
S07462,2.93,2.4,Light,8.53,0,1,6.52,20,73,52,Low
S07463,3.21,1.92,Medium,7.97,1,1,7.07,29,68,84,Medium
S07464,3.28,2.56,Medium,9.76,1,1,7.34,33,76,98,High
S07465,2.07,1.94,Light,8.65,0,0,7.25,23,71,99,High
S07466,2.95,2.31,Light,7.47,1,0,6.94,26,63,75,Medium
S07467,3,2,Medium,9.33,0,1,7.24,25,64,85,Medium
S07468,3.36,1.54,Dark,9.56,0,1,6.25,32,65,87,High
S07469,2.47,1.52,Dark,8.84,0,0,6.97,26,78,72,Medium
S07470,2.67,2.81,Dark,9.14,1,1,7.2,27,52,90,High
S07471,2.77,2.06,Light,9.18,1,0,6.77,34,58,75,Medium
S07472,3.14,2.29,Dark,7.73,1,0,6.07,29,62,58,Low
S07473,2.17,2.71,Dark,8.72,0,0,7.11,26,63,74,Medium
S07474,3.05,2.98,Dark,8.08,1,0,6.65,26,60,71,Medium
S07475,3.46,2.54,Medium,9.13,0,1,7.01,22,65,57,Low
S07476,2.77,2.5,Dark,8.74,1,0,6.74,23,65,95,High
S07477,2.52,2.56,Dark,8.12,1,0,7.35,30,50,62,Low
S07478,2.26,2.2,Light,7.56,1,1,6.3,29,69,84,Medium
S07479,2.9,2.99,Light,9.92,1,1,7.03,27,65,97,High
S07480,2.97,1.91,Light,8.43,0,0,6.89,21,59,85,Medium
S07481,3.2,2.35,Light,9.64,0,1,6.44,30,57,83,Medium
S07482,3.29,1.8,Dark,9.14,1,1,6.74,26,73,97,High
S07483,2.57,2.54,Dark,7.37,1,1,6.06,31,72,65,Low
S07484,2.99,1.82,Dark,7.47,1,0,7.11,30,56,90,High
S07485,2.43,2.73,Medium,9.08,0,0,6.87,27,60,66,Medium
S07486,2.78,2.85,Medium,9.12,1,0,6.16,28,60,62,Low
S07487,3.05,1.79,Light,7.18,1,0,6.19,29,66,86,High
S07488,2.51,2.97,Dark,8.94,1,0,6.15,24,54,50,Low
S07489,2.84,2.4,Dark,8.05,0,1,6.19,24,78,67,Medium
S07490,3.25,2.53,Light,8.98,1,1,7.5,31,52,88,High
S07491,2.52,2.54,Dark,9.89,1,1,6.53,20,54,55,Low
S07492,2.14,1.83,Light,7.79,0,0,6.3,20,60,59,Low
S07493,2.78,2.21,Light,8.72,0,1,6.56,32,57,50,Low
S07494,2.82,1.66,Dark,7.89,1,1,6.22,32,77,55,Low
S07495,3.33,1.82,Light,7.61,0,1,6.48,23,54,98,High
S07496,3.27,2.45,Medium,7.35,0,0,6.43,34,70,60,Low
S07497,2.3,1.81,Dark,7.5,1,1,7.32,35,79,55,Low
S07498,2.65,2.23,Light,7.92,0,0,6.36,23,74,63,Low
S07499,3.09,2.77,Medium,9.93,1,0,7.36,33,51,62,Low
S07500,2.03,2.97,Dark,9.61,0,1,6.16,26,52,76,Medium
S07501,3.33,1.68,Medium,7.61,0,0,6.38,27,67,53,Low
S07502,3.43,1.79,Dark,7.77,1,1,6.14,27,75,80,Medium
S07503,2.5,2.73,Medium,8.94,1,1,7,31,77,89,High
S07504,2.35,2.45,Dark,9.43,1,1,6.73,22,64,88,High
S07505,3.42,2.34,Medium,9.13,0,0,6.84,20,65,100,High
S07506,3.28,2.35,Medium,7.41,1,1,6.86,33,63,61,Low
S07507,2.59,2.56,Medium,8.51,0,0,6.63,32,67,78,Medium
S07508,2.81,2.27,Medium,7.93,0,0,6.19,24,65,100,High
S07509,2.37,2.97,Dark,8.95,0,0,6.61,33,58,86,High
S07510,3.33,2.29,Light,7.49,1,0,6.1,26,72,75,Medium
S07511,2.9,2.15,Dark,9.3,0,1,6.34,29,67,61,Low
S07512,2.48,1.71,Light,9.99,0,1,6.5,23,77,92,High
S07513,2.81,2.47,Medium,9.11,0,1,6.64,31,72,81,Medium
S07514,2.33,2.22,Medium,8.46,1,0,6.77,20,78,83,Medium
S07515,2.57,2.06,Medium,8.08,1,0,7.29,25,80,64,Low
S07516,2.76,2.14,Medium,8.08,1,1,7.34,20,73,60,Low
S07517,3.37,1.77,Dark,9.72,1,0,7.34,31,76,87,High
S07518,2.67,1.57,Medium,9.97,0,0,6.36,28,57,57,Low
S07519,2.58,2.75,Dark,8.85,0,0,6.9,34,75,80,Medium
S07520,2.3,2.39,Light,9.27,1,0,6.23,23,62,59,Low
S07521,2.02,2.27,Light,8.99,0,0,6.84,35,66,73,Medium
S07522,2.38,2.6,Light,8.49,0,0,7.42,25,50,60,Low
S07523,3.01,2.78,Medium,8.79,0,0,6.16,24,67,87,High
S07524,3.44,1.64,Dark,7.06,0,1,6.55,27,58,97,High
S07525,3.19,1.73,Dark,7.74,0,0,6.38,20,67,87,High
S07526,2.75,2.49,Dark,9.54,1,0,6.18,35,78,90,High
S07527,2.11,2.11,Dark,8.48,1,0,6.32,25,67,99,High
S07528,2.06,2.44,Light,7.13,0,1,6.53,34,79,73,Medium
S07529,2.92,1.75,Dark,8.08,1,1,7.04,32,79,86,High
S07530,3.45,2.61,Medium,8.96,1,0,6.14,30,50,58,Low
S07531,2.78,2.35,Dark,7.37,0,0,7.48,32,75,76,Medium
S07532,2.77,2.45,Medium,7,0,0,6.15,32,69,91,High
S07533,3.44,1.69,Medium,8.1,0,1,6.45,28,57,61,Low
S07534,2.51,2.72,Dark,9.79,1,0,7.49,21,71,73,Medium
S07535,3.35,2.53,Medium,9.01,0,0,6.85,20,61,89,High
S07536,2.64,1.55,Light,8.25,0,1,7.23,34,64,67,Medium
S07537,2.05,2.06,Light,8.28,1,1,7.28,27,70,73,Medium
S07538,2.5,1.73,Dark,8.21,0,1,6.21,24,69,82,Medium
S07539,3.1,2.07,Dark,9.29,1,0,7.3,30,62,66,Medium
S07540,2.96,1.74,Medium,9.34,0,1,7.04,35,64,90,High
S07541,2.64,2.32,Medium,8.43,1,0,7.24,33,74,93,High
S07542,2.49,2.79,Light,9.62,0,1,6.63,24,59,79,Medium
S07543,2.71,2.34,Medium,8.44,0,1,7,26,80,75,Medium
S07544,2.08,1.85,Light,8.83,1,0,6.36,22,75,70,Medium
S07545,2.74,1.97,Medium,8.15,1,0,7.04,24,67,92,High
S07546,2.34,2.21,Light,8.79,0,0,6.58,21,63,60,Low
S07547,2.76,1.79,Light,8.82,0,1,6.05,23,66,78,Medium
S07548,3.34,2.6,Dark,9.98,0,0,7.03,26,79,67,Medium
S07549,3.27,2.4,Dark,7.97,1,0,6.34,21,57,92,High
S07550,3.39,2.76,Medium,8.6,1,1,6.07,22,71,96,High
S07551,2.18,2.75,Medium,8.82,1,0,6.25,24,60,65,Low
S07552,2.5,2.48,Medium,8.5,0,0,7.31,35,52,70,Medium
S07553,2.9,2.32,Light,9.82,0,0,7.27,25,65,95,High
S07554,2.91,1.59,Medium,8.75,0,0,7.02,25,53,65,Low
S07555,3.17,1.57,Dark,9.47,0,1,6.38,32,54,84,Medium
S07556,2.62,2.01,Light,9.79,0,0,7.49,30,58,85,Medium
S07557,2.12,2.38,Medium,7.13,1,0,6.5,22,73,88,High
S07558,2.03,2.78,Medium,8.35,0,1,7.03,29,73,73,Medium
S07559,2.66,1.83,Medium,9.75,0,1,7.47,30,56,73,Medium
S07560,3.26,2.29,Medium,8.37,0,0,6.29,25,63,50,Low
S07561,2.16,1.95,Medium,9.02,1,0,7.44,22,65,92,High
S07562,2.88,1.79,Light,7.3,0,1,6.36,24,79,51,Low
S07563,2.45,2.28,Light,7.82,1,1,7,32,68,57,Low
S07564,2.46,1.57,Medium,8.42,1,1,6.41,21,67,58,Low
S07565,3.08,2.94,Light,7.18,1,0,6.86,35,62,79,Medium
S07566,2.6,1.97,Dark,7.03,1,0,6.09,20,64,86,High
S07567,2.49,1.56,Dark,9.4,0,0,6.66,24,69,55,Low
S07568,2.2,2.77,Medium,8.27,0,0,6,22,57,100,High
S07569,2.9,1.52,Medium,7.81,1,0,7.32,21,53,98,High
S07570,2.94,2.94,Light,9.63,1,1,6.32,33,71,52,Low
S07571,2.94,2.32,Medium,9.71,0,0,7.38,23,57,81,Medium
S07572,2.81,1.87,Dark,7.04,1,0,6.01,29,61,92,High
S07573,2.98,2.36,Medium,8.94,0,0,6.38,35,80,54,Low
S07574,2.41,2.72,Medium,9.83,0,0,6.74,22,56,54,Low
S07575,2.51,1.7,Medium,9.38,0,1,6.43,33,52,62,Low
S07576,3.01,1.7,Medium,8.93,0,0,6.64,29,70,52,Low
S07577,2.52,2.99,Light,9.43,1,0,6.88,31,79,99,High
S07578,2.89,1.76,Medium,9.88,1,1,6.26,21,65,74,Medium
S07579,2.67,2.78,Medium,8.71,1,1,7.15,30,66,82,Medium
S07580,2.19,1.64,Light,9.48,0,1,6.31,22,55,67,Medium
S07581,3.05,1.99,Light,8.49,0,1,7.08,27,56,79,Medium
S07582,2.18,2.48,Light,9.89,1,1,7.48,23,68,87,High
S07583,2.23,2.97,Dark,7.37,1,1,7.31,25,52,91,High
S07584,2.73,1.98,Medium,8.79,0,1,7.38,20,52,62,Low
S07585,2.83,2.83,Medium,8.62,0,1,6.98,31,64,61,Low
S07586,2.65,2.88,Dark,9.15,0,1,6.46,33,65,70,Medium
S07587,2.57,2.43,Dark,7.7,1,1,7.23,31,54,88,High
S07588,2.95,2.47,Light,9.04,1,0,7.1,21,54,84,Medium
S07589,3.27,2.99,Dark,9.9,1,1,6.71,34,76,60,Low
S07590,3.2,2.87,Medium,7.45,1,1,7.31,28,62,86,High
S07591,2.63,1.52,Dark,8.04,0,1,6.51,20,75,80,Medium
S07592,3.06,2.03,Medium,8.77,0,0,6.39,25,71,51,Low
S07593,2.4,1.66,Medium,8.81,1,1,7.48,30,76,63,Low
S07594,3.45,2.81,Light,8.97,1,0,6.37,30,52,76,Medium
S07595,2.05,2.91,Light,9.37,0,0,7.36,28,79,80,Medium
S07596,2.82,2.18,Dark,9.81,0,0,7.02,23,53,73,Medium
S07597,2.32,2.07,Dark,8.45,0,1,6.09,31,71,84,Medium
S07598,2.94,2.95,Medium,9,1,1,6.68,21,78,54,Low
S07599,2.32,2.01,Light,9.51,1,0,7.02,33,63,77,Medium
S07600,2.07,2,Light,9.05,0,1,6.07,31,71,100,High
S07601,2.81,2.82,Light,8.41,1,1,7.04,29,79,100,High
S07602,3.14,2.6,Light,7.53,0,1,6.6,22,64,86,High
S07603,2.94,2.66,Medium,8.98,0,0,6.35,24,80,79,Medium
S07604,2.37,2.51,Dark,8,1,0,6.07,33,79,87,High
S07605,3.41,2.71,Medium,7.87,1,0,6.6,23,63,88,High
S07606,2.29,2.87,Medium,7.85,1,0,6.04,33,68,91,High
S07607,3.32,2.96,Medium,9.23,1,1,6.69,27,64,71,Medium
S07608,2.42,1.62,Dark,8.47,0,0,6.01,24,62,71,Medium
S07609,2.76,1.58,Dark,7.39,1,0,6.45,22,58,77,Medium
S07610,3.43,2.69,Light,9.21,1,1,7.38,33,75,50,Low
S07611,2.09,2.74,Light,7.06,0,0,7.42,28,60,65,Low
S07612,2.1,1.57,Dark,7.74,1,1,6.16,29,52,99,High
S07613,2.87,2.65,Dark,9.72,0,0,6.06,26,67,79,Medium
S07614,3.46,1.71,Medium,7.2,1,1,7.11,32,62,84,Medium
S07615,2.19,1.57,Medium,7.73,1,0,6.52,23,77,100,High
S07616,3.34,1.56,Dark,9.85,1,0,6.77,35,66,67,Medium
S07617,2.9,2.57,Medium,7.47,1,0,7.3,25,64,64,Low
S07618,2.47,1.78,Light,7.53,0,0,7.02,22,54,72,Medium
S07619,2.72,1.87,Light,8.32,1,0,7.2,29,71,93,High
S07620,3.05,2.13,Medium,7.5,0,1,6.37,27,64,88,High
S07621,2.17,1.77,Medium,8.4,1,1,6.54,30,57,93,High
S07622,2.35,2.6,Light,8.68,1,0,7.43,35,79,93,High
S07623,2.46,1.62,Dark,9.81,1,1,6.64,30,74,57,Low
S07624,2.91,2.01,Light,8.8,1,1,6.2,21,55,82,Medium
S07625,2.29,2.14,Light,9.59,0,0,7.1,34,63,73,Medium
S07626,2.77,1.63,Medium,8.62,0,1,6.29,27,53,78,Medium
S07627,2.54,2.01,Light,7.85,0,1,6.69,34,62,78,Medium
S07628,3.23,2.78,Medium,8.66,1,0,7.36,29,75,79,Medium
S07629,3.31,2.16,Dark,8.31,0,1,6.04,33,74,70,Medium
S07630,2.56,2.5,Medium,7.6,0,0,6.99,26,53,72,Medium
S07631,2.16,2.38,Medium,9.46,0,0,6.03,23,69,60,Low
S07632,2.19,1.54,Light,7.78,1,1,6.05,31,61,93,High
S07633,2.49,2.2,Medium,7.57,1,0,6.85,29,71,94,High
S07634,2.14,2.82,Light,8.41,1,1,7.25,25,71,96,High
S07635,2.44,1.95,Medium,9.82,0,1,7.5,22,60,87,High
S07636,2.95,2.48,Dark,7.76,1,0,7.4,22,61,84,Medium
S07637,2.71,1.9,Light,9.54,1,1,6.93,31,68,69,Medium
S07638,3.22,2.4,Medium,8.31,1,1,7.32,32,71,58,Low
S07639,3.04,2.11,Medium,7.37,1,0,6.82,33,60,70,Medium
S07640,3.49,2.54,Medium,9.54,0,1,7.43,30,71,100,High
S07641,2.92,1.66,Light,9.16,1,1,7.48,30,78,67,Medium
S07642,2.14,2.62,Light,7.17,1,0,6.22,21,56,65,Low
S07643,2.59,2.32,Light,8.03,0,0,6.21,22,76,57,Low
S07644,2.5,2.83,Dark,9.35,0,1,6.01,20,56,75,Medium
S07645,3.34,1.82,Dark,9.94,0,1,6.82,28,77,67,Medium
S07646,2.87,2.79,Light,7.1,1,1,7,25,50,62,Low
S07647,2.34,2.09,Dark,9.22,1,0,7.15,31,65,95,High
S07648,3.49,1.88,Light,9.95,1,0,7.15,22,59,61,Low
S07649,3.02,2.65,Light,9.61,1,1,6.56,30,52,100,High
S07650,2.04,1.58,Dark,8.16,1,1,6.82,32,72,86,High
S07651,3.06,1.81,Dark,9.34,1,1,6.2,26,72,67,Medium
S07652,2.29,2.95,Light,9.46,0,0,6.87,20,55,79,Medium
S07653,3.33,2.1,Dark,7.26,0,0,7.42,28,63,91,High
S07654,2.74,1.71,Medium,7.85,1,0,6.98,20,65,71,Medium
S07655,2.64,1.65,Medium,9.44,1,1,7.39,30,62,93,High
S07656,2.12,1.85,Medium,9.43,1,1,7.45,25,66,53,Low
S07657,2.03,2.37,Medium,8.71,0,0,7.18,23,60,58,Low
S07658,2.13,2.53,Dark,9.13,0,1,6.5,22,56,82,Medium
S07659,2.13,2.44,Dark,8.94,0,1,6.65,31,74,82,Medium
S07660,2.23,1.72,Dark,9.95,0,0,7.16,20,67,67,Medium
S07661,3.47,2.55,Medium,9.93,1,1,6.23,31,50,86,High
S07662,2.89,2.99,Medium,9.12,1,1,6.54,22,57,64,Low
S07663,2.53,1.84,Light,7.38,1,0,6.54,28,80,66,Medium
S07664,2.77,1.62,Medium,7.06,0,1,6.3,31,80,65,Low
S07665,3.06,2.22,Light,9.3,0,0,6.05,35,67,52,Low
S07666,2.53,1.88,Dark,9.17,1,1,7.26,22,75,61,Low
S07667,2.83,1.78,Medium,7.95,1,0,6.4,30,79,55,Low
S07668,2.35,2.49,Medium,7.52,1,1,6.07,25,61,51,Low
S07669,2.69,2.12,Light,7.86,0,0,6.43,32,54,95,High
S07670,2.83,1.54,Light,7.71,0,1,7.02,26,71,81,Medium
S07671,2.07,2.79,Dark,8.55,0,1,7.14,32,72,76,Medium
S07672,2.67,2.81,Light,8.74,1,0,6.99,31,78,81,Medium
S07673,2.63,2.77,Medium,8.56,0,0,6.43,34,58,79,Medium
S07674,2.5,2.35,Light,8.46,0,1,7.41,31,59,95,High
S07675,3.18,1.65,Dark,8.18,0,1,6.56,25,56,86,High
S07676,2.59,2.95,Medium,9.4,0,0,7.19,26,74,52,Low
S07677,2.93,2.46,Dark,8.63,1,1,6.7,28,59,76,Medium
S07678,3.4,1.57,Dark,7.47,0,0,6.7,20,78,55,Low
